Well ID,S.No,STATE,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb)
W123842075063101,2251.0,Kerala,Kasargod,Manjeshwar,Perla,12.6451,75.1088,2021.0,7.33,159.0,0,43.0,16.9,4.3,13.3,0,48.1,6.4,7.8,16.1,6.0,0,,,0
W122800075033001,2252.0,Kerala,Kasargod,Kasaragod,Poinachi,12.4645,75.0587,2021.0,7.44,68.0,0,14.0,10.8,1.7,6.7,0,16.0,4.3,1.3,11.9,2.7,0,,,0
W123035075044801,2253.0,Kerala,Kasargod,Kasaragod,Povval,12.5098,75.08,2021.0,7.48,150.0,0,38.0,11.0,2.4,20.3,0,43.0,8.6,5.2,13.9,2.4,0,,,0
W122125075054001,2254.0,Kerala,Kasargod,Kanhangad,Pullur,12.3552,75.0952,2021.0,7.53,59.0,0,22.0,9.9,2.2,5,0,26.7,8.6,1.3,10.6,4.4,0.05,,,0
W090500077073001,2255.0,Kerala,Kollam,Anchal,Achenkovil,9.08333,77.125,2021.0,6.82,310.0,0,70.4,21.9,21,12.2,0,78.1,17.9,8.2,24.6,21.0,0.2,,,0
W085145076492501,2256.0,Kerala,Kollam,Chadayamangalam,Akkal,8.8625,76.8236,2021.0,6.05,250.0,0,2.5,35.2,5.6,57.5,0,56.0,9.4,7.9,23.0,5.6,0.14,,,0
W085800077085001,2257.0,Kerala,Kollam,Anchal,Ariyankavu,8.97,77.15,2021.0,6.55,121.0,0,46.1,14.6,2.8,6.7,0,49.0,10.4,5.7,15.2,2.8,0.1,,,0
W085320076515001,2258.0,Kerala,Kollam,Anchal,Ayur,8.8889,76.8639,2021.0,7.08,62.0,0,28.1,3.3,3.1,3.1,0,11.5,2.7,1.2,7.1,3.1,0,,,0
W085230076450001,2259.0,Kerala,Kollam,Kottarakkara Municipality,Chenkulam,8.875,76.75,2021.0,6.87,105.0,0,20.4,16.0,2.6,6.1,0,22.0,6.9,1.2,17.5,2.6,0,,,0
W085430077032001,2260.0,Kerala,Kollam,Anchal,Kulathupuzha,8.9083,77.0556,2021.0,7.02,240.0,0,20.4,42.7,9.9,23.9,0,43.0,10.8,3.9,32.1,9.9,0.03,,,0
W090611076482201,2261.0,Kerala,Kollam,Pathanapuram,Kunnada,9.10306,76.8061,2021.0,6.95,81.0,0,7.6,12.9,4,6.4,0,15.4,4.2,1.2,10.6,4.0,0,,,0
W084955077003001,2262.0,Kerala,Kollam,Anchal,Madathara,8.81,77,2021.0,6.94,154.0,0,12.8,24.5,5.1,15.7,0,36.8,10.2,2.8,19.9,5.1,0.03,,,0
W085650076381501,2263.0,Kerala,Kollam,Chittumala,Perinad,8.9472,76.6375,2021.0,5.27,138.0,0,5.1,30.6,2.2,9.1,0,23.1,6.7,1.6,22.8,2.2,0.04,,,0
W085324076350001,2264.0,Kerala,Kollam,Kollam Corporation,Quilon,8.89,76.5833,2021.0,6.86,106.0,0,20.4,14.8,1.7,1.8,0,38.0,11.9,2.1,11.3,1.7,0.02,,,0
W090600076371501,2265.0,Kerala,Kollam,Sasthamkottah,Sooranadu,9.1,76.6208,2021.0,4.91,127.0,0,1.2,21.1,3.6,21.3,0,22.0,4.8,2.6,16.0,3.6,0.03,,,0
W085750077041001,2266.0,Kerala,Kollam,Anchal,Thenmala,8.9639,77.0694,2021.0,6.21,50.0,0,11.5,7.8,2,4.1,0,18.2,5.3,1.2,6.6,2.0,0.07,,,0
W090525076294501,2267.0,Kerala,Kollam,Ochira,Vallikavu,9.0903,76.4958,2021.0,7.11,195.0,0,58.9,17.3,1.3,9.9,0,86.0,30.1,2.5,10.5,1.3,0.05,,,0
W085556076572501,2268.0,Kerala,Kollam,Anchal,Yeroor,8.9322,76.9569,2021.0,7.59,390.0,0,128.1,41.1,6.7,3.7,0,93.2,24.5,7.8,45.2,6.7,0.06,,,0
W091400076343501,2269.0,Kerala,Kottayam,Kaduthuruthy,Aranootimangalam,9.80083,76.4981,2021.0,5.92,70.0,0,6.0,6.58,0.97,7.4,0,22.1,4.2,2.83,5.64,1.77,0.07,,,0
W094837076234601,2270.0,Kerala,Kottayam,Vaikom,Chempu,9.81028,76.3961,2021.0,7.2,148.0,0,55.0,4.9,10.35,2.2,0,56.7,18.6,2.54,4.85,2.47,0.03,,,0
W093615076363001,2271.0,Kerala,Kottayam,Pampady,Cheruthikara,9.60417,76.6083,2021.0,7.31,102.0,0,33.0,7.7,3.9,3.7,0,41.0,10.0,3.83,7.58,3.77,0.04,,,0
W094541076293201,2272.0,Kerala,Kottayam,Kaduthuruthy,Kaduthuruthi,9.76139,76.4922,2021.0,6.97,140.0,0,13.0,12.9,6.49,22.3,0,34.4,9.6,2.56,12.37,3.61,0.03,,,0
W093332076454201,2273.0,Kerala,Kottayam,Kanjirappally,Kanjirapally,9.55889,76.7617,2021.0,7.03,79.0,0,21.0,5.0,6.73,4.7,0,35.0,9.4,2.8,4.99,1.58,0,,,0
W094605076340001,2274.0,Kerala,Kottayam,Uzhavoor,Kozha,9.76806,76.5667,2021.0,6.74,86.0,0,8.0,7.6,3.83,14.4,0,32.0,7.3,3.32,6.95,3.03,0.04,,,0
W093513076261501,2275.0,Kerala,Kottayam,Pallom,Kumarakom,9.58694,76.4375,2021.0,8.3,390.0,15,182.0,26.3,4.32,2.9,0,130.0,44.3,4.84,19.13,4.24,0.05,,,0
W094112076301801,2276.0,Kerala,Kottayam,Ettumanoor,Neendur,9.68667,76.505,2021.0,7.24,145.0,0,8.0,24.2,3.34,17.8,0,29.0,7.4,2.51,15.91,6.73,0,,,0
W183830077264501,2277.0,Kerala,Kottayam,Pala Municipality,Pala,9.71111,76.6806,2021.0,7.1,187.0,0,54.0,14.41,10.33,16.2,0,70.0,15.6,7.65,11.8,4.47,0.08,,,0
W094733076262801,2278.0,Kerala,Kottayam,Vaikom,Palamkadavu,9.7925,76.4411,2021.0,7.35,200.0,0,59.0,24.87,9.43,2.7,0,78.0,15.4,9.68,16.51,2.08,0.21,,,0
W093345076385001,2279.0,Kerala,Kottayam,Pampady,Pambadi,9.5625,76.6472,2021.0,7.11,56.0,0,21.0,4.52,2.7,2.9,0,31.0,8.5,2.36,4.15,1.13,0.02,,,0
W093140076323501,2280.0,Kerala,Kottayam,Pallom,Paruthumpara,9.52778,76.5431,2021.0,6.98,194.0,0,6.0,31.05,3.5,29.8,0,32.0,8.7,2.48,21.94,8.13,0.03,,,0
W093045076442001,2281.0,Kerala,Kottayam,Vazhoor,Plakkalpadi,9.5125,76.7389,2021.0,7.08,103.0,0,12.0,15.31,1.39,13.6,0,28.5,6.1,3.28,12.77,3.82,0.08,,,0
W093732076293601,2282.0,Kerala,Kottayam,Ettumanoor,Pulikuttisseri,9.62556,76.4933,2021.0,7.92,440.0,0,151.0,55.81,9.87,1.7,0,132.0,41.4,7.18,30.71,1.8,0.09,,,0
W094459076233501,2283.0,Kerala,Kottayam,Vaikom Municipality,Vaikom,9.74972,76.3931,2021.0,8.09,390.0,0,167.0,27.57,20.25,6,0,135.0,41.3,7.9,25.56,6.8,0.22,,,0
W093410076432301,2284.0,Kerala,Kottayam,Vazhoor,Vazhur,9.56944,76.7231,2021.0,7.68,72.0,0,21.0,4.29,1.05,3.9,0,36.4,8.5,3.73,4.19,1.2,0.03,,,0
W092521076332701,2285.0,Kerala,Kottayam,Madappally,Edinjillam,9.4225,76.5575,2021.0,7.83,220.0,0,87.0,6.87,28.28,4.9,0,84.7,27.1,4.18,11.41,2.75,0.03,,,0
W105600076010001,2286.0,Kerala,Malappuram,Kuttippuram,Amminikad,10.9675,76.2751,2021.0,7.1,240.0,0,76.8,28.2,29.69,15.3,0,74.8,15.0,9.1,21.53,2.37,0.18,,,0
W111400076023001,2287.0,Kerala,Malappuram,Areekode,Arikode,11.2345,76.0504,2021.0,7.2,210.0,0,44.3,25.9,7.12,19.7,0,64.0,17.1,5.2,16.78,2.52,0.03,,,0
W111400076200001,2288.0,Kerala,Malappuram,Nilambur,Chokkad,11.2258,76.33,2021.0,7.51,360.0,0,121.6,45.5,7.71,14.7,0,107.0,25.7,10.4,33.52,3.14,0.15,,,0
W104655076010001,2289.0,Kerala,Malappuram,Ponnani,Edappal,10.7819,76.01,2021.0,7.94,340.0,0,38.4,27.7,3.4,69.5,0,80.0,23.5,5.2,32.52,4.49,0.09,,,0
W104830075550001,2290.0,Kerala,Malappuram,Thirur,Iswaramangalam,10.808,75.9284,2021.0,8.02,280.0,0,96.0,37.8,12.11,2.7,0,91.0,19.2,10.4,26.91,1.94,0.26,,,0
W110815076050001,2291.0,Kerala,Malappuram,Areekode,Kadalundi,11.1209,75.828,2021.0,7.79,470.0,0,102.4,62.6,58.85,10.1,0,149.0,42.8,10.4,39.11,2.31,0.06,,,0
W111010076191501,2292.0,Kerala,Malappuram,Nilambur,Kalikavu,11.1708,76.3201,2021.0,7.82,113.0,0,38.4,17.68,3.68,4.3,0,32.0,4.2,5.2,11.15,4.45,0.04,,,0
W104540075580001,2293.0,Kerala,Malappuram,Andathode,Kanjiramukku,10.7617,75.9653,2021.0,7.51,240.0,0,76.8,44.3,4.72,3.1,0,53.0,17.1,2.6,29.59,3.83,0.07,,,0
W105900076133001,2294.0,Kerala,Malappuram,Perinthalmana,Kariavattam,11.0209,76.2498,2021.0,6.38,144.0,0,25.6,24.9,23.61,16,0,26.5,8.5,1.3,18.69,2.4,0.06,,,0
W111700076194001,2295.0,Kerala,Malappuram,Nilambur,Karulai,11.2889,76.3052,2021.0,7.53,380.0,0,147.3,82.3,22.7,25.7,0,133.0,25.7,16.9,60.06,1.89,0.43,,,0
W110850075574501,2296.0,Kerala,Malappuram,Kondotty,Kondotty,11.1497,75.9602,2021.0,7.4,191.0,0,32.0,35.1,3.14,17,0,48.0,8.5,6.5,21.57,1.01,0.05,,,0
W105815075590001,2297.0,Kerala,Malappuram,Tanur,Kottakkal,11.004,76.007,2021.0,7.2,500.0,0,25.6,113.1,2.45,79.6,0,90.0,27.8,5.2,55.54,12.63,0.27,,,0
W105835076063501,2298.0,Kerala,Malappuram,Mankada,Kuruva,10.9861,76.1078,2021.0,7.4,132.0,0,64.0,11.9,1.073,10.1,0,32.0,12.8,0.0,13.76,3.49,0.03,,,0
W105045076015001,2299.0,Kerala,Malappuram,Kuttipuram,Kuttipuram,10.8411,76.0321,2021.0,7.65,400.0,0,108.8,44.15,20.67,28.6,0,122.0,23.5,15.6,36.94,10.43,0.26,,,0
W110206076052601,2300.0,Kerala,Malappuram,Mankada,Malappuram,11.0397,76.0889,2021.0,7.42,154.0,0,44.8,17.11,4.78,17.2,0,48.0,12.8,3.9,13.68,3.84,0.04,,,0
W105100075550001,2301.0,Kerala,Malappuram,Thirur,Mangalam,10.849,75.9223,2021.0,3.32,610.0,0,0.0,44.7,84.26,100.8,0,154.0,42.8,11.7,38.81,13.32,0.2,,,0
W110705076071501,2302.0,Kerala,Malappuram,Manjeri,Manjeri,11.1201,76.1201,2021.0,6.65,380.0,0,57.6,55.56,13.49,47.3,0,90.0,25.7,6.5,35.74,12.55,0.15,,,0
W112500076193001,2303.0,Kerala,Malappuram,Nilambur,Maruda,11.4197,76.3219,2021.0,7.35,260.0,0,25.6,29.66,30,27.2,0,122.0,23.5,15.6,18.05,1.98,0.14,,,0
W110200076160001,2304.0,Kerala,Malappuram,Perinthalmana,Melattur,11.0596,76.2753,2021.0,7.38,200.0,0,92.0,26.99,3.48,16,0,53.3,12.8,5.2,23.85,1.01,0.05,,,0
W110248075513501,2305.0,Kerala,Malappuram,Tirurangady,Parappanangadi,11.0479,75.8587,2021.0,7.42,550.0,0,160.1,57.7,55.41,33.7,0,144.0,49.2,5.2,35.54,12.71,0.03,,,0
W104210075592001,2306.0,Kerala,Malappuram,Andathode,Perumpadappu,10.699,75.988,2021.0,7.38,290.0,0,19.2,37.91,33.36,33,0,58.7,21.4,1.3,35.31,5.61,0.05,,,0
W104654075551501,2307.0,Kerala,Malappuram,Ponnani,Ponnani1,10.7822,75.918,2021.0,7.71,440.0,0,187.7,52.3,4.48,4.7,0,122.0,38.5,6.5,20.3,9.28,0.07,,,0
W105420076111001,2308.0,Kerala,Malappuram,Mankada,Pulamantol,10.902,76.1914,2021.0,7.55,400.0,0,44.8,73.31,7.96,41.1,0,74.0,17.1,7.8,41.0,15.62,0.13,,,0
W105900075523001,2309.0,Kerala,Malappuram,Tanur,Tanur,10.991,75.8737,2021.0,7.69,193.0,0,44.8,31.69,8.17,17.8,0,37.0,12.8,1.3,22.86,6.53,0.02,,,0
W105200075590501,2310.0,Kerala,Malappuram,Thirur,Thirunavaya,10.8636,75.9801,2021.0,7.94,380.0,0,172.9,29.5,23.02,9,0,107.0,15.0,16.9,29.62,1.84,0.22,,,0
W110637076170501,2311.0,Kerala,Malappuram,Wandoor,Thuvur,11.112,76.2841,2021.0,7.65,139.0,0,44.8,15.17,2.05,20.7,0,42.7,12.8,2.6,11.97,3.72,0.05,,,0
W105435075551501,2312.0,Kerala,Malappuram,Tirur,Tirur,10.912,75.922,2021.0,7.62,230.0,0,32.0,43.59,20.44,10.2,0,64.0,19.2,3.9,19.45,2.0,0.04,,,0
W112321076205601,2313.0,Kerala,Malappuram,Nilambur,Vazhikadavu,11.3858,76.3432,2021.0,7.9,410.0,0,147.3,48.8,14.4,15.9,0,91.0,19.2,10.4,31.2,3.8,0.15,,,0
W091300076480001,2314.0,Kerala,Pathanamthitta,Parakode,Angadikkal,9.22,76.8,2021.0,7.17,36.0,0,21.6,3.5,0.7,1.8,0,21.3,2.1,3.9,0.16,1.9,0,,,0
W090518076452601,2315.0,Kerala,Pathanamthitta,Parakode,Enathu,9.08,76.75,2021.0,8.41,810.0,21.3,140.8,76.2,60.7,82.4,0,208.0,21.4,37.71,57.0,74.7,0.2,,,0
W092400076360001,2316.0,Kerala,Pathanamthitta,Mallappally,Kaviyur,9.4,76.6,2021.0,8.01,51.0,0,5.5,11.2,3,8.2,0,16.0,4.3,1.3,11.2,5.0,0,,,0
W091400076510001,2317.0,Kerala,Pathanamthitta,Konni,Konni,9.23,76.85,2021.0,7.43,410.0,0,22.2,67.2,30.2,55.4,0,107.0,19.3,14.31,24.7,32.7,0.12,,,0
W092400076440001,2318.0,Kerala,Pathanamthitta,Mallappally,Kottanadu,9.4,76.73,2021.0,7.49,95.0,0,13.9,15.6,2.5,10.6,0,32.1,6.4,3.9,12.6,5.5,0,,,0
W092430076330701,2319.0,Kerala,Pathanamthitta,Pulikeezh,Muthoor,9.41,76.55,2021.0,7.33,165.0,0,22.2,17.7,12.9,15.2,0,42.7,12.9,2.6,8.2,5.6,0,,,0
W091200076550001,2320.0,Kerala,Pathanamthitta,Konni,Naduvathumuzhi,9.2,76.92,2021.0,7.4,55.0,0,25.0,6.4,2.4,6.5,0,26.7,4.3,3.9,8.6,2.9,0,,,0
W091415076422601,2321.0,Kerala,Pathanamthitta,Pandalam,Pandalam,9.23,76.65,2021.0,6.6,70.0,0,30.5,8.1,0.8,4.2,0,32.1,2.1,6.5,8.4,0.4,0,,,0
W091550076472001,2322.0,Kerala,Pathanamthitta,Konni,Pathanamthitta,9.26,76.79,2021.0,7.26,179.0,0,72.2,15.0,14.5,13.7,0,64.2,21.4,2.6,2.1,8.3,0.05,,,0
W092400076320001,2323.0,Kerala,Pathanamthitta,Pulikeezh,Peringara,9.4,76.53,2021.0,7.59,151.0,0,41.7,12.8,5,0.8,0,64.2,10.7,9.1,12.8,0.9,0.17,,,0
W092105076324501,2324.0,Kerala,Pathanamthitta,Pulikeezh,Pulikeezh,9.35,76.55,2021.0,7.84,168.0,0,47.2,11.7,15.1,4.3,0,58.8,12.9,6.5,13.5,3.0,0.06,,,0
W092340076412501,2325.0,Kerala,Pathanamthitta,Koipuram,Thelliyur,9.39,76.69,2021.0,7.88,75.0,0,36.1,5.5,2.2,2.7,0,32.7,6.4,3.9,0.17,3.0,0.06,,,0
W091630076411501,2326.0,Kerala,Pathanamthitta,Pandalam,Ullannur,9.28,76.69,2021.0,7.7,50.0,0,11.1,4.3,0.9,4.7,0,10.7,4.3,0.65,5.0,3.1,0,,,0
W083745076484501,2327.0,Kerala,Trivandrum,Chirayinkeezhu,Perumkuzhi,8.62917,76.8125,2021.0,6.9,410.0,0,43.3,46.75,64.47,38.9,0,106.7,23.5,11.7,45.3,21.01,0.57,,,0
W083930076472001,2328.0,Kerala,Trivandrum,Chirayinkil,Chirayinkil,8.63,76.81,2021.0,6.8,360.0,0,10.8,78.4,4.11,39.6,0,42.7,6.4,6.5,67.6,3.2,0.19,,,0
W084352076430001,2329.0,Kerala,Trivandrum,Chirayinkil,Varkala,8.68,76.77,2021.0,3.8,200.0,0,0.0,26.7,6.05,23.8,0,37.3,10.7,2.6,19.59,3.9,0.27,,,0
W084315077015501,2330.0,Kerala,Trivandrum,Varkala,Palode,8.76,76.7,2021.0,6.5,530.0,0,43.3,24.4,7.64,27,0,53.0,17.0,2.6,24.01,8.82,0.05,,,0
W083410076570001,2331.0,Kerala,Trivandrum,Vellanad,Mannanthala,8.72,77.03,2021.0,4,220.0,0,0.0,33.2,4.11,27.8,0,26.8,4.3,3.9,30.09,10.92,0.1,,,0
W083635077003501,2332.0,Kerala,Trivandrum,Trivandrum corporation,Nedumangad,8.57,76.95,2021.0,6.91,220.0,0,43.3,32.4,2.98,6.2,0,26.7,4.3,3.9,28.44,6.95,0.08,,,0
W084150076490001,2333.0,Kerala,Trivandrum,Nedumangad muncipality,Attingal,8.61,77.01,2021.0,6.81,179.0,0,59.5,20.7,1.78,11.9,0,42.7,15.0,1.3,23.89,2.51,0.08,,,0
W084555076581001,2334.0,Kerala,Trivandrum,Attingal muncipality,Pangode,8.7,76.82,2021.0,4.1,176.0,0,5.4,28.5,1.11,53.5,0,37.4,6.4,5.2,29.89,10.11,0.08,,,0
W084310076540001,2335.0,Kerala,Trivandrum,Vamanapuram,Vamanapuram,8.76528,76.9694,2021.0,7.2,260.0,0,124.5,34.3,5.8,28,0,106.0,36.4,3.9,26.61,9.64,0.1,,,0
W083010076575001,2336.0,Kerala,Trivandrum,Trivandrum corporation,Trivandrum,8.57,76.87,2021.0,4.1,410.0,0,5.4,59.2,29.71,35.8,0,53.4,15.0,3.9,44.79,7.38,0.34,,,0
W084010077050501,2337.0,Kerala,Trivandrum,Trivandrum corporation,Vithura,8.5,76.96,2021.0,3.6,230.0,0,0.0,17.8,9.08,44.7,0,54.0,15.0,3.9,17.69,5.92,0.03,,,0
W084230077075101,2338.0,Kerala,Trivandrum,Vellanad,Kallar,8.67,77.08,2021.0,6,50.0,0,34.4,5.21,2.24,5.5,0,16.0,6.4,0.0,6.36,1.91,0,,,0
W083025077050001,2339.0,Kerala,Trivandrum,Vamanapuram,Kattakkada,8.71,77.13,2021.0,6.3,350.0,0,37.9,50.35,3.48,49.2,0,48.0,19.3,0.0,34.79,13.29,0.19,,,0
W083150077073001,2340.0,Kerala,Trivandrum,Perumkadavila,Kallikkad,8.51,77.08,2021.0,6.72,149.0,0,27.0,19.19,9.65,10.6,0,53.4,10.7,6.5,18.31,9.01,0,,,0
W081910077063001,2341.0,Kerala,Trivandrum,Perumkadavila,Kulathur,8.44,77.2,2021.0,7.25,112.0,0,32.4,16.68,2.27,8.6,0,21.4,8.6,0.0,17.49,4.7,0.05,,,0
W082210077043001,2342.0,Kerala,Trivandrum,Parasala,Chittagode,8.33,77.1,2021.0,7,290.0,0,32.4,44.5,7.78,36.7,0,53.3,12.8,5.2,37.34,10.09,0.13,,,0
W082440077045001,2343.0,Kerala,Trivandrum,Athiyannur,Neyyattinkara,8.37,77.08,2021.0,6.98,190.0,0,16.2,28.87,0.62,32.8,0,32.0,6.4,3.9,28.72,4.28,0.09,,,0
W113624076124501,2344.0,Kerala,Wayanad,Sulthans' Bathery,Ambalavayal,11.6184,76.2131,2021.0,7.5,130.0,0,23.0,10.7,7.5,14.9,0,38.7,12.2,2.02,13.4,4.1,0.08,,,0
W114400076144001,2345.0,Kerala,Wayanad,Sulthans' Bathery,Chenad,11.7351,76.2441,2021.0,7.47,110.0,0,33.0,7.2,3,10.9,0,46.4,15.7,1.76,8.0,2.2,0.16,,,0
W114030076043001,2346.0,Kerala,Wayanad,Panamaram,Kamblakat,11.6784,76.0743,2021.0,7.25,170.0,0,10.0,10.8,1.5,54,0,56.0,14.2,5.02,16.2,1.8,0.06,,,0
W114510075481901,2347.0,Kerala,Wayanad,Mannanthody,Koroth,11.7442,75.8795,2021.0,7.3,72.0,0,12.0,6.3,2.3,11.3,0,36.1,11.0,2.2,6.0,1.3,0,,,0
W114824076002001,2348.0,Kerala,Wayanad,Mannanthody,Mannanthody,11.8022,76.0032,2021.0,7.7,350.0,0,90.0,29.9,22.6,21.2,0,105.0,32.2,5.98,21.7,14.7,0.04,,,0
W113936076094501,2349.0,Kerala,Wayanad,Sulthans' Bathery,Minangadi,11.6604,76.1626,2021.0,7.47,139.0,0,44.0,12.1,5.7,5.2,0,58.5,18.5,2.99,9.7,5.6,0.09,,,0
W114730076133001,2350.0,Kerala,Wayanad,Panamaram,Perikallur,11.8611,76.1501,2021.0,7.68,500.0,0,147.0,66.5,14.1,26.6,0,150.0,35.4,15.05,47.0,3.1,0.18,,,0
W114330076080001,2351.0,Kerala,Wayanad,Panamaram,Pulpally,11.7846,76.1664,2021.0,7.94,260.0,0,118.0,19.5,3.41,5.4,0,94.4,19.2,11.3,23.4,1.6,0.2,,,0
W115435075593901,2352.0,Kerala,Wayanad,Mannanthody,Thirunelly (R1),11.9076,75.992,2021.0,7.7,111.0,0,36.0,8.7,4.5,3.5,0,54.0,14.7,4.22,8.1,3.8,0.04,,,0
W113318076133201,2353.0,Kerala,Wayanad,Kalpetta,Vaduvanchal,11.5559,76.2238,2021.0,7.25,156.0,0,10.0,14.7,0.612,33.7,0,47.6,13.0,3.7,9.4,6.5,0.05,,,0
W114725075542502,2354.0,Kerala,Wayanad,Mannanthody,Valad (R1),11.7952,75.9066,2021.0,7.38,62.0,0,13.0,3.94,2.1,9.2,0,30.0,8.4,2.2,4.63,1.1,0.03,,,0
W205100079200001,2355.0,Maharashtra,Nagpur,UMRED,Umrer,"20°51'0"" N","79°20'0"" E",2021.0,6.9,710.0,0,171.0,53.0,102,2,,265.0,60.0,28.0,27.0,6.0,0.99,,372.0,0.39
W212400079180001,2356.0,Maharashtra,Nagpur,PARSEONI,Ramtek,"21°24'0"" N","79°18'0"" E",2021.0,7,1530.0,0,421.0,99.0,95,44,,525.0,122.0,53.0,37.0,11.0,0.55,,820.0,0
W212800078320001,2357.0,Maharashtra,Nagpur,NARKHED,Narkhed,"21°28'0"" N","78°32'0"" E",2021.0,7.4,1333.0,0,445.0,142.0,43,44,,545.0,158.0,36.0,39.0,1.0,0.57,,726.0,0.04
W213500079220001,2358.0,Maharashtra,Nagpur,RAMTEK,Deolapar,"21°35'0"" N","79°22'0"" E",2021.0,7.2,822.0,0,330.0,32.0,11,5,,295.0,68.0,30.0,16.0,7.0,0.84,,447.0,0.08
W210200079060001,2359.0,Maharashtra,Nagpur,UMRED,Panchgaon,"21°2'0"" N","79°10'0"" E",2021.0,7.1,814.0,0,244.0,99.0,41,28,,355.0,52.0,55.0,16.0,1.0,0.95,,432.0,0.01
W210830078560001,2360.0,Maharashtra,Nagpur,Kalmeshwar,Wardhamna,"21°8'30""N","78°56'0""E",2021.0,7.2,1000.0,0,330.0,113.0,23,4,,395.0,114.0,27.0,28.0,1.0,0.65,,539.0,0.45
W211400078550001,2361.0,Maharashtra,Nagpur,KALAMESHWAR,Kalmeshwar,"21°14'0"" N","78°55'0"" E",2021.0,7.1,2032.0,0,598.0,213.0,119,18,,865.0,242.0,63.0,37.0,1.0,0.7,,1059.0,0.17
W212800079190001,2362.0,Maharashtra,Nagpur,RAMTEK,Chorbaoli,"21°28'0"" N","79°19'0"" E",2021.0,7.3,1067.0,0,360.0,106.0,20,0,,380.0,42.0,67.0,39.0,1.0,0.41,,600.0,0.03
W213300079100001,2363.0,Maharashtra,Nagpur,PARSEONI,Parseoni,"21°33'0"" N","79°10'0"" E",2021.0,7,1194.0,0,458.0,106.0,19,11,,420.0,96.0,44.0,29.0,54.0,0.47,,634.0,0.06
W211000078260001,2364.0,Maharashtra,Nagpur,PARSEONI,Nagalwadi,"21°34'0"" N","79°1'0"" E",2021.0,7.1,962.0,0,439.0,50.0,18,15,,410.0,98.0,40.0,26.0,12.0,0.35,,516.0,0.38
W212400079281501,2365.0,Maharashtra,Nagpur,RAMTEK,Sivani,"21°24'0"" N","79°28'15"" E",2021.0,7.2,974.0,0,317.0,89.0,23,14,,340.0,78.0,35.0,28.0,1.0,0.65,,517.0,0.43
W205700079130001,2366.0,Maharashtra,Nagpur,Umrer,Uti,"20°57'0""N","79°13'0""E",2021.0,7.3,1343.0,0,354.0,128.0,35,34,,445.0,90.0,53.0,27.0,2.0,0.71,,907.0,0
W211700079203001,2367.0,Maharashtra,Nagpur,MOUDA,Chacher,"21°17'0"" N","79°20'30"" E",2021.0,7.1,1469.0,0,311.0,241.0,64,4,,550.0,124.0,58.0,40.0,1.0,0.91,,776.0,0.04
W214050079252001,2368.0,Maharashtra,Nagpur,RAMTEK,Manegaon Tek,"21°40'50"" N","79°25'20"" E",2021.0,7,1598.0,0,330.0,142.0,7,46,,425.0,80.0,55.0,24.0,4.0,0.92,,842.0,0.02
W212735078523501,2369.0,Maharashtra,Nagpur,SAVNER,Kelod,"21°27'35"" N","78°52'35"" E",2021.0,7.2,1494.0,0,427.0,163.0,55,42,,445.0,110.0,41.0,91.0,2.0,0.82,,791.0,0
W210800078480001,2370.0,Maharashtra,Nagpur,HINGNA,Sathnaori,"21°8'0"" N","78°48'0"" E",2021.0,7.4,1240.0,0,366.0,71.0,41,42,,415.0,74.0,56.0,27.0,16.0,0.64,,655.0,0.28
W212200079110001,2371.0,Maharashtra,Nagpur,PARSEONI,Nayakund,"21°22'0"" N","79°11'0"" E",2021.0,7.2,1026.0,0,366.0,78.0,22,33,,395.0,62.0,58.0,24.0,5.0,0.35,,547.0,0.02
W212700078580001,2372.0,Maharashtra,Nagpur,SAVNER,Khubala,"21°27'0"" N","78°58'0"" E",2021.0,7.3,854.0,0,342.0,43.0,21,21,,330.0,80.0,32.0,19.0,15.0,0.48,,451.0,0.38
W212000079130001,2373.0,Maharashtra,Nagpur,PARSEONI,Wagholi,"21°20'0"" N","79°13'0"" E",2021.0,7.4,819.0,0,366.0,43.0,14,15,,330.0,58.0,45.0,26.0,3.0,0.51,,435.0,0.22
W212200079240001,2374.0,Maharashtra,Nagpur,RAMTEK,Sirpur Toli,"21°22'0"" N","79°24'0"" E",2021.0,7.5,782.0,0,201.0,71.0,21,24,,230.0,40.0,32.0,31.0,3.0,0.41,,415.0,0
W211430079324501,2375.0,Maharashtra,Nagpur,MOUDA,Khat,"21°14'30"" N","79°32'45"" E",2021.0,7.3,420.0,0,134.0,35.0,32,7,,130.0,32.0,12.0,30.0,2.0,0.81,,223.0,0.09
W205300078583001,2376.0,Maharashtra,Nagpur,NAGPUR (RURAL),Borkhedi,"20°53'0"" N","78°58'30"" E",2021.0,7.1,891.0,0,336.0,53.0,18,9,,295.0,68.0,30.0,28.0,2.0,0.75,,468.0,0.57
W211600078453001,2377.0,Maharashtra,Nagpur,KATOL,Chargaon (Punarwasi),"21°16'0"" N","78°45'30"" E",2021.0,7.1,975.0,0,360.0,50.0,28,39,,395.0,68.0,55.0,24.0,1.0,0.34,,514.0,0.02
